Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,STL.1,BLK.1,Rookie_Year,Fetch_Date
89,Tyler Smith,"Oct 23, '24, MIL @ PHI",20,1,23,122,24,50,13,30,6,8,6,25,4,3,4,8,11,67,0.48,0.433,0.75,5.3,2.9,1.1,0.2,0.1,0.2,2025,2026-01-28
90,Cam Spencer,"Nov 20, '24, MEM vs. PHI",24,2,68,1280,199,426,116,264,101,108,34,149,279,39,5,71,91,615,0.467,0.439,0.935,18.8,9.0,2.2,4.1,0.6,0.1,2025,2026-01-28
91,Isaiah Stevens,"Mar 29, '25, MIA @ PHI",24,1,3,6,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0.0,0.0,,2.0,0.0,0.7,0.0,0.3,0.0,2025,2026-01-28
92,Drew Timme,"Mar 28, '25, BRK vs. LAC",24,2,21,346,61,129,14,45,10,17,22,81,31,9,1,18,29,146,0.473,0.311,0.588,16.5,7.0,3.9,1.5,0.4,0.0,2025,2026-01-28
93,Nae'Qwan Tomlin,"Feb 20, '25, CLE @ BRK",24,2,42,673,104,225,19,83,40,56,59,137,35,25,25,16,84,267,0.462,0.229,0.714,16.0,6.4,3.3,0.8,0.6,0.6,2025,2026-01-28
94,Armel TraorÃ©,"Nov 16, '24, LAL @ NOP",22,1,9,67,6,19,0,7,2,7,2,15,1,4,2,3,6,14,0.316,0.0,0.286,7.4,1.6,1.7,0.1,0.4,0.2,2025,2026-01-28
95,Luke Travers,"Nov 1, '24, CLE vs. ORL",23,2,24,191,14,56,1,25,11,11,17,44,17,8,5,11,12,40,0.25,0.04,1.0,8.0,1.7,1.8,0.7,0.3,0.2,2025,2026-01-28
96,Jaylon Tyson,"Oct 23, '24, CLE @ TOR",22,2,90,1654,287,584,108,247,74,96,126,335,141,53,23,92,171,756,0.491,0.437,0.771,18.4,8.4,3.7,1.6,0.6,0.3,2025,2026-01-28
97,Keaton Wallace,"Oct 27, '24, ATL @ OKC",25,2,68,942,121,295,60,164,17,22,10,96,160,49,14,55,76,319,0.41,0.366,0.773,13.9,4.7,1.4,2.4,0.7,0.2,2025,2026-01-28
98,Ja'Kobe Walter,"Nov 1, '24, TOR vs. LAL",20,2,90,1785,240,582,110,312,95,121,85,241,115,78,16,70,171,685,0.412,0.353,0.785,19.8,7.6,2.7,1.3,0.9,0.2,2025,2026-01-28
99,Kel'el Ware,"Oct 23, '24, MIA vs. ORL",20,2,107,2445,455,831,86,234,99,132,254,893,84,76,119,99,180,1095,0.548,0.368,0.75,22.9,10.2,8.3,0.8,0.7,1.1,2025,2026-01-28
100,Anton Watson,"Mar 10, '25, NYK @ SAC",24,1,9,22,4,9,0,1,0,0,1,3,2,1,0,2,3,8,0.444,0.0,,2.4,0.9,0.3,0.2,0.1,0.0,2025,2026-01-28
101,Jaylen Wells,"Oct 23, '24, MEM @ UTA",21,2,123,3230,466,1121,212,622,201,250,130,423,209,82,11,121,238,1345,0.416,0.341,0.804,26.3,10.9,3.4,1.7,0.7,0.1,2025,2026-01-28
102,Phillip Wheeler,"Mar 26, '25, PHI vs. WAS",22,1,5,44,3,21,0,10,2,2,2,8,2,1,2,1,1,8,0.143,0.0,1.0,8.8,1.6,1.6,0.4,0.2,0.4,2025,2026-01-28
103,Cody Williams,"Oct 23, '24, UTA vs. MEM",20,2,83,1647,161,426,48,193,42,63,52,184,87,36,28,61,150,412,0.378,0.249,0.667,19.8,5.0,2.2,1.0,0.4,0.3,2025,2026-01-28
104,Jahmir Young,"Mar 4, '25, CHI vs. CLE",24,2,11,54,8,16,3,7,2,2,1,5,10,1,0,3,5,21,0.5,0.429,1.0,4.9,1.9,0.5,0.9,0.1,0.0,2025,2026-01-28
1,Ace Bailey,"Oct 22, '25, UTA vs. LAC",19,1,39,959,172,382,55,162,26,36,60,135,64,27,17,49,99,425,0.45,0.34,0.722,24.6,10.9,3.5,1.6,0.7,0.4,2026,2026-01-28
2,Brooks Barnhizer,"Oct 21, '25, OKC vs. HOU",23,1,24,182,12,28,1,6,4,6,8,42,9,5,2,5,14,29,0.429,0.167,0.667,7.6,1.2,1.8,0.4,0.2,0.1,2026,2026-01-28
3,Joan Beringer,"Oct 24, '25, MIN @ LAL",19,1,21,142,30,46,0,0,3,6,21,45,5,3,9,5,23,63,0.652,,0.5,6.8,3.0,2.1,0.2,0.1,0.4,2026,2026-01-28
4,Koby Brea,"Nov 2, '25, PHO vs. SAS",23,1,2,8,1,3,0,2,2,2,0,1,2,0,0,0,0,4,0.333,0.0,1.0,4.0,2.0,0.5,1.0,0.0,0.0,2026,2026-01-28
5,Johni Broome,"Nov 2, '25, PHI @ BRK",23,1,7,40,4,20,0,3,2,4,6,13,4,2,0,2,5,10,0.2,0.0,0.5,5.7,1.4,1.9,0.6,0.3,0.0,2026,2026-01-28
6,Carter Bryant,"Oct 22, '25, SAS @ DAL",20,1,36,295,34,97,14,53,10,12,15,62,7,6,5,12,28,92,0.351,0.264,0.833,8.2,2.6,1.7,0.2,0.2,0.1,2026,2026-01-28
7,Dylan Cardwell,"Oct 22, '25, SAC @ PHO",24,1,20,391,41,72,0,1,14,28,57,141,25,16,33,13,77,96,0.569,0.0,0.5,19.6,4.8,7.1,1.3,0.8,1.7,2026,2026-01-28
8,Moussa Cisse,"Oct 22, '25, DAL vs. SAS",23,1,26,302,39,61,0,0,23,50,49,118,6,9,31,21,47,101,0.639,,0.46,11.6,3.9,4.5,0.2,0.3,1.2,2026,2026-01-28
9,Walter Clayton,"Oct 22, '25, UTA vs. LAC",22,1,41,754,96,236,41,133,57,60,13,82,136,23,10,49,73,290,0.407,0.308,0.95,18.4,7.1,2.0,3.3,0.6,0.2,2026,2026-01-28
10,Nique Clifford,"Oct 22, '25, SAC @ PHO",23,1,43,813,91,225,30,100,24,38,30,125,55,23,13,45,84,236,0.404,0.3,0.632,18.9,5.5,2.9,1.3,0.5,0.3,2026,2026-01-28
11,Javonte Cooke,"Nov 19, '25, POR vs. CHI",26,1,10,65,7,27,3,15,0,0,2,10,7,5,0,5,3,17,0.259,0.2,,6.5,1.7,1.0,0.7,0.5,0.0,2026,2026-01-28
12,Cedric Coward,"Oct 22, '25, MEM vs. NOP",22,1,41,1095,206,442,64,186,93,110,61,264,116,23,16,69,83,569,0.466,0.344,0.845,26.7,13.9,6.4,2.8,0.6,0.4,2026,2026-01-28
13,LJ Cryer,"Jan 19, '26, GSW vs. MIA",24,1,3,8,2,5,2,4,0,0,0,1,0,0,0,0,1,6,0.4,0.5,,2.7,2.0,0.3,0.0,0.0,0.0,2026,2026-01-28
14,Mohamed Diawara,"Oct 28, '25, NYK @ MIL",20,1,36,183,26,65,14,36,3,6,9,37,17,8,4,10,17,69,0.4,0.389,0.5,5.1,1.9,1.0,0.5,0.2,0.1,2026,2026-01-28
15,Hunter Dickinson,"Oct 22, '25, NOP @ MEM",25,1,1,5,1,2,0,0,0,0,0,0,0,0,1,2,2,2,0.5,,,5.0,2.0,0.0,0.0,0.0,1.0,2026,2026-01-28
16,Egor DÑmin,"Oct 22, '25, BRK @ CHO",19,1,39,959,135,338,95,240,34,40,18,116,133,34,12,67,72,399,0.399,0.396,0.85,24.6,10.2,3.0,3.4,0.9,0.3,2026,2026-01-28
17,VJ Edgecombe,"Oct 22, '25, PHI @ BOS",20,1,41,1464,234,549,86,236,79,102,68,218,168,62,20,77,135,633,0.426,0.364,0.775,35.7,15.4,5.3,4.1,1.5,0.5,2026,2026-01-28
18,Noa Essengue,"Nov 22, '25, CHI vs. WAS",19,1,2,6,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0.0,0.0,,3.0,0.0,0.0,0.0,0.5,0.0,2026,2026-01-28
19,Jeremiah Fears,"Oct 22, '25, NOP @ MEM",19,1,48,1254,250,575,49,154,110,136,35,177,147,57,12,109,83,659,0.435,0.318,0.809,26.1,13.7,3.7,3.1,1.2,0.3,2026,2026-01-28
20,Cooper Flagg,"Oct 22, '25, DAL vs. SAS",19,1,43,1455,309,653,42,150,147,185,50,275,178,55,32,95,99,807,0.473,0.28,0.795,33.8,18.8,6.4,4.1,1.3,0.7,2026,2026-01-28
21,Rasheer Fleming,"Oct 24, '25, PHO @ LAC",21,1,25,170,24,69,8,39,7,9,17,32,4,6,6,4,19,63,0.348,0.205,0.778,6.8,2.5,1.3,0.2,0.2,0.2,2026,2026-01-28
22,Myron Gardner,"Oct 28, '25, MIA vs. CHO",24,1,19,130,21,46,10,27,8,11,15,36,15,7,4,2,28,60,0.457,0.37,0.727,6.8,3.2,1.9,0.8,0.4,0.2,2026,2026-01-28
23,Vladislav Goldin,"Dec 19, '25, MIA @ BOS",24,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,1.0,0.0,0.0,1.0,0.0,0.0,2026,2026-01-28
24,Hugo GonzÃ¡lez,"Oct 24, '25, BOS @ NYK",19,1,41,609,67,130,22,57,9,17,35,134,25,25,11,24,76,165,0.515,0.386,0.529,14.9,4.0,3.3,0.6,0.6,0.3,2026,2026-01-28
25,Yang Hansen,"Oct 22, '25, POR vs. MIN",20,1,26,217,20,70,5,32,15,16,11,44,19,2,8,23,31,60,0.286,0.156,0.938,8.3,2.3,1.7,0.7,0.1,0.3,2026,2026-01-28
26,Dylan Harper,"Oct 22, '25, SAS @ DAL",19,1,36,762,146,336,22,91,54,72,26,117,127,32,9,50,67,368,0.435,0.242,0.75,21.2,10.2,3.3,3.5,0.9,0.3,2026,2026-01-28
27,Chucky Hepburn,"Nov 30, '25, TOR @ NYK",22,1,2,13,0,6,0,5,0,0,0,1,2,1,0,1,2,0,0.0,0.0,,6.5,0.0,0.5,1.0,0.5,0.0,2026,2026-01-28
28,DaRon Holmes,"Oct 25, '25, DEN vs. PHO",23,1,12,169,17,41,14,34,6,8,5,24,15,0,4,5,15,54,0.415,0.412,0.75,14.1,4.5,2.0,1.3,0.0,0.3,2026,2026-01-28
29,Kasparas JakuÄionis,"Dec 1, '25, MIA vs. LAC",19,1,21,315,27,78,21,48,18,20,17,49,38,11,1,15,34,93,0.346,0.438,0.9,15.0,4.4,2.3,1.8,0.5,0.0,2026,2026-01-28
30,Sion James,"Oct 22, '25, CHO vs. BRK",23,1,47,1167,86,226,47,134,64,74,26,160,94,27,17,39,84,283,0.381,0.351,0.865,24.8,6.0,3.4,2.0,0.6,0.4,2026,2026-01-28
31,Tre Johnson,"Oct 22, '25, WAS @ MIL",19,1,37,937,173,390,81,206,52,59,18,102,80,24,12,56,68,479,0.444,0.393,0.881,25.3,12.9,2.8,2.2,0.6,0.3,2026,2026-01-28
32,Curtis Jones,"Nov 29, '25, DEN @ PHO",24,1,6,31,4,14,1,9,0,0,1,5,3,0,0,1,3,9,0.286,0.111,,5.2,1.5,0.8,0.5,0.0,0.0,2026,2026-01-28
33,Kam Jones,"Dec 22, '25, IND @ BOS",23,1,13,88,10,28,1,10,0,2,3,9,11,3,0,3,4,21,0.357,0.1,0.0,6.8,1.6,0.7,0.8,0.2,0.0,2026,2026-01-28
34,David Jones GarcÃ­a,"Oct 22, '25, SAS @ DAL",24,1,11,68,13,25,3,5,3,6,4,13,18,6,1,5,6,32,0.52,0.6,0.5,6.2,2.9,1.2,1.6,0.5,0.1,2026,2026-01-28
35,Ryan Kalkbrenner,"Oct 22, '25, CHO vs. BRK",24,1,35,849,132,170,0,2,44,66,86,220,25,21,54,38,62,308,0.776,0.0,0.667,24.3,8.8,6.3,0.7,0.6,1.5,2026,2026-01-28
36,Miles Kelly,"Oct 26, '25, DAL vs. TOR",23,1,9,77,11,28,7,22,0,0,4,12,5,2,0,3,8,29,0.393,0.318,,8.6,3.2,1.3,0.6,0.2,0.0,2026,2026-01-28
37,Kon Knueppel,"Oct 22, '25, CHO vs. BRK",20,1,46,1469,300,622,151,358,111,124,56,254,164,33,10,102,104,862,0.482,0.422,0.895,31.9,18.7,5.5,3.6,0.7,0.2,2026,2026-01-28
38,Yanic Konan NiederhÃ¤user,"Oct 22, '25, LAC @ UTA",22,1,25,218,35,53,0,2,20,31,21,54,8,2,11,12,29,90,0.66,0.0,0.645,8.7,3.6,2.2,0.3,0.1,0.4,2026,2026-01-28
39,Chaz Lanier,"Oct 24, '25, DET @ HOU",24,1,17,158,18,50,14,41,5,5,6,17,12,5,0,2,6,55,0.36,0.341,1.0,9.3,3.2,1.0,0.7,0.3,0.0,2026,2026-01-28
40,Caleb Love,"Oct 27, '25, POR @ LAL",24,1,39,876,163,415,82,250,32,43,23,107,104,22,4,52,45,440,0.393,0.328,0.744,22.5,11.3,2.7,2.7,0.6,0.1,2026,2026-01-28
41,Khaman Maluach,"Oct 24, '25, PHO @ LAC",19,1,19,87,8,20,0,5,9,10,6,19,3,1,7,9,15,25,0.4,0.0,0.9,4.6,1.3,1.0,0.2,0.1,0.4,2026,2026-01-28
42,Chris MaÃ±on,"Oct 26, '25, LAL @ SAC",24,1,4,14,0,1,0,1,0,0,1,3,0,1,2,0,3,0,0.0,0.0,,3.5,0.0,0.8,0.0,0.3,0.5,2026,2026-01-28
43,Alijah Martin,"Dec 7, '25, TOR vs. BOS",24,1,10,88,9,26,2,11,10,12,6,12,8,5,3,3,9,30,0.346,0.182,0.833,8.8,3.0,1.2,0.8,0.5,0.3,2026,2026-01-28
44,Jahmai Mashack,"Nov 20, '25, MEM vs. SAC",23,1,7,25,2,8,2,6,0,0,0,5,2,1,0,3,1,6,0.25,0.333,,3.6,0.9,0.7,0.3,0.1,0.0,2026,2026-01-28
45,Liam McNeeley,"Oct 26, '25, CHO @ WAS",20,1,27,336,34,86,22,58,25,31,11,59,23,5,3,12,35,115,0.395,0.379,0.806,12.4,4.3,2.2,0.9,0.2,0.1,2026,2026-01-28
46,Collin Murray-Boyles,"Oct 26, '25, TOR @ DAL",20,1,37,796,119,222,15,43,34,53,94,189,73,32,26,41,97,287,0.536,0.349,0.642,21.5,7.8,5.1,2.0,0.9,0.7,2026,2026-01-28
47,Ryan Nembhard,"Oct 22, '25, DAL vs. SAS",22,1,33,654,99,220,31,78,10,13,7,62,167,8,0,50,47,239,0.45,0.397,0.769,19.8,7.2,1.9,5.1,0.2,0.0,2026,2026-01-28
48,Asa Newell,"Oct 24, '25, ATL @ ORL",20,1,33,351,67,120,25,57,11,20,28,63,18,12,11,17,53,170,0.558,0.439,0.55,10.6,5.2,1.9,0.5,0.4,0.3,2026,2026-01-28
49,Lachlan Olbrich,"Nov 29, '25, CHI @ IND",22,1,11,74,2,9,0,4,0,2,7,22,9,0,0,4,16,4,0.222,0.0,0.0,6.7,0.4,2.0,0.8,0.0,0.0,2026,2026-01-28
50,Micah Peavy,"Oct 27, '25, NOP vs. BOS",24,1,40,645,80,204,19,77,11,15,38,90,45,30,6,12,67,190,0.392,0.247,0.733,16.1,4.8,2.3,1.1,0.8,0.2,2026,2026-01-28
51,Noah Penda,"Oct 27, '25, ORL @ PHI",21,1,30,424,55,124,21,50,21,35,47,118,36,18,13,25,43,152,0.444,0.42,0.6,14.1,5.1,3.9,1.2,0.6,0.4,2026,2026-01-28
52,Taelon Peter,"Oct 23, '25, IND vs. OKC",23,1,22,139,12,40,10,37,4,6,6,23,16,6,2,10,9,38,0.3,0.27,0.667,6.3,1.7,1.0,0.7,0.3,0.1,2026,2026-01-28
53,Drake Powell,"Oct 22, '25, BRK @ CHO",20,1,33,638,74,168,26,85,35,39,8,53,57,21,5,34,47,209,0.44,0.306,0.897,19.3,6.3,1.6,1.7,0.6,0.2,2026,2026-01-28
54,Tyrese Proctor,"Oct 22, '25, CLE @ NYK",21,1,34,361,58,149,33,94,21,25,6,41,42,12,0,19,38,170,0.389,0.351,0.84,10.6,5.0,1.2,1.2,0.4,0.0,2026,2026-01-28
55,Derik Queen,"Oct 22, '25, NOP @ MEM",21,1,47,1213,222,456,8,43,121,154,81,346,204,49,42,119,136,573,0.487,0.186,0.786,25.8,12.2,7.4,4.3,1.0,0.9,2026,2026-01-28
56,Maxime Raynaud,"Oct 22, '25, SAC @ PHO",22,1,39,895,159,298,9,33,45,63,67,248,43,16,19,38,96,372,0.534,0.273,0.714,22.9,9.5,6.4,1.1,0.4,0.5,2026,2026-01-28
57,Will Richard,"Oct 21, '25, GSW @ LAL",23,1,43,836,107,226,48,137,35,43,40,105,59,53,5,33,79,297,0.473,0.35,0.814,19.4,6.9,2.4,1.4,1.2,0.1,2026,2026-01-28
58,Jase Richardson,"Oct 25, '25, ORL vs. CHI",20,1,32,394,68,139,22,57,23,32,17,47,41,8,2,21,35,181,0.489,0.386,0.719,12.3,5.7,1.5,1.3,0.3,0.1,2026,2026-01-28
59,Will Riley,"Oct 22, '25, WAS @ MIL",19,1,36,513,70,170,17,66,36,45,26,71,41,16,4,29,27,193,0.412,0.258,0.8,14.3,5.4,2.0,1.1,0.4,0.1,2026,2026-01-28
60,Hunter Sallis,"Oct 27, '25, PHI vs. ORL",22,1,7,26,3,5,0,0,1,2,0,1,4,0,1,5,2,7,0.6,,0.5,3.7,1.0,0.1,0.6,0.0,0.1,2026,2026-01-28
61,Kobe Sanders,"Oct 22, '25, LAC @ UTA",23,1,37,775,91,204,37,95,33,39,16,90,55,24,4,51,80,252,0.446,0.389,0.846,20.9,6.8,2.4,1.5,0.6,0.1,2026,2026-01-28
62,Ben Saraf,"Oct 22, '25, BRK @ CHO",19,1,13,220,25,67,9,34,12,15,5,19,34,9,3,27,15,71,0.373,0.265,0.8,16.9,5.5,1.5,2.6,0.7,0.2,2026,2026-01-28
63,Mark Sears,"Oct 26, '25, MIL @ CLE",23,1,7,26,6,13,4,8,6,8,1,2,2,0,0,4,4,22,0.462,0.5,0.75,3.7,3.1,0.3,0.3,0.0,0.0,2026,2026-01-28
64,Javon Small,"Oct 22, '25, MEM vs. NOP",23,1,15,184,21,58,11,32,14,17,5,20,48,4,2,19,19,67,0.362,0.344,0.824,12.3,4.5,1.3,3.2,0.3,0.1,2026,2026-01-28
65,Jahmyl Telfort,"Oct 28, '25, LAC @ GSW",24,1,8,32,0,4,0,4,1,4,0,3,1,1,0,1,5,1,0.0,0.0,0.25,4.0,0.1,0.4,0.1,0.1,0.0,2026,2026-01-28
66,Adou Thiero,"Nov 15, '25, LAL @ MIL",21,1,15,87,7,18,0,1,6,8,7,18,5,5,1,4,15,20,0.389,0.0,0.75,5.8,1.3,1.2,0.3,0.3,0.1,2026,2026-01-28
67,Ethan Thompson,"Dec 1, '25, IND vs. CLE",26,1,20,306,29,81,16,56,10,15,11,35,26,10,5,12,37,84,0.358,0.286,0.667,15.3,4.2,1.8,1.3,0.5,0.3,2026,2026-01-28
68,Nolan TraorÃ©,"Oct 22, '25, BRK @ CHO",19,1,23,427,46,134,21,65,21,26,3,28,61,11,6,30,38,134,0.343,0.323,0.808,18.6,5.8,1.2,2.7,0.5,0.3,2026,2026-01-28
69,Jamir Watkins,"Oct 28, '25, WAS vs. PHI",24,1,19,275,22,48,7,28,14,18,13,59,12,13,7,8,45,65,0.458,0.25,0.778,14.5,3.4,3.1,0.6,0.7,0.4,2026,2026-01-28
70,Amari Williams,"Oct 24, '25, BOS @ NYK",24,1,11,88,6,12,0,0,8,12,5,20,4,2,8,4,13,20,0.5,,0.667,8.0,1.8,1.8,0.4,0.2,0.7,2026,2026-01-28
71,Danny Wolf,"Nov 3, '25, BRK vs. MIN",21,1,30,579,82,211,34,97,35,42,30,129,55,19,12,29,52,233,0.389,0.351,0.833,19.3,7.8,4.3,1.8,0.6,0.4,2026,2026-01-28
72,Chris Youngblood,"Oct 21, '25, OKC vs. HOU",23,1,29,144,16,46,14,41,7,7,6,24,7,3,1,1,19,53,0.348,0.341,1.0,5.0,1.8,0.8,0.2,0.1,0.0,2026,2026-01-28
1,Timmy Allen,"Apr 6, '24, MEM vs. PHI",24,1,5,125,6,23,0,7,1,2,4,17,5,4,0,2,18,13,0.261,0.0,0.5,25.0,2.6,3.4,1.0,0.8,0.0,2024,2026-01-29
2,Ibou Badji,"Dec 26, '23, POR vs. SAC",21,1,22,226,14,22,0,0,6,12,20,51,13,3,20,15,46,34,0.636,,0.5,10.3,1.5,2.3,0.6,0.1,0.9,2024,2026-01-29
3,Amari Bailey,"Nov 12, '23, CHO @ NYK",19,1,10,65,8,24,1,8,6,7,6,9,7,3,0,4,2,23,0.333,0.125,0.857,6.5,2.3,0.9,0.7,0.3,0.0,2024,2026-01-29
4,Emoni Bates,"Oct 28, '23, CLE vs. IND",20,2,25,208,28,87,21,63,1,4,1,21,18,2,3,10,9,78,0.322,0.333,0.25,8.3,3.1,0.8,0.7,0.1,0.1,2024,2026-01-29
5,Jules Bernard,"Dec 8, '23, WAS @ BRK",24,1,19,149,29,64,11,29,5,9,10,26,16,3,1,8,14,74,0.453,0.379,0.556,7.8,3.9,1.4,0.8,0.2,0.1,2024,2026-01-29
6,Onuralp Bitim,"Nov 4, '23, CHI @ DEN",24,1,23,268,32,84,12,44,4,5,6,32,13,3,2,10,24,80,0.381,0.273,0.8,11.7,3.5,1.4,0.6,0.1,0.1,2024,2026-01-29
7,Anthony Black,"Oct 25, '23, ORL vs. HOU",20,3,192,4440,631,1420,173,500,319,443,118,552,513,180,99,302,400,1754,0.444,0.346,0.72,23.1,9.1,2.9,2.7,0.9,0.5,2024,2026-01-29
8,Leaky Black,"Nov 8, '23, CHO vs. WAS",24,1,26,284,25,52,9,20,10,15,9,48,24,8,11,6,19,69,0.481,0.45,0.667,10.9,2.7,1.8,0.9,0.3,0.4,2024,2026-01-29
9,Izaiah Brockington,"Mar 5, '24, NOP @ TOR",24,1,1,3,2,5,0,1,0,0,1,2,0,0,0,0,0,4,0.4,0.0,,3.0,4.0,2.0,0.0,0.0,0.0,2024,2026-01-29
10,Kobe Brown,"Oct 25, '23, LAC vs. POR",24,3,114,941,98,239,31,119,24,31,57,178,74,27,12,32,87,251,0.41,0.261,0.774,8.3,2.2,1.6,0.6,0.2,0.1,2024,2026-01-29
11,Kobe Bufkin,"Oct 29, '23, ATL @ MIL",20,3,31,365,56,150,15,66,19,28,12,59,46,11,10,19,32,146,0.373,0.227,0.679,11.8,4.7,1.9,1.5,0.4,0.3,2024,2026-01-29
12,Toumani Camara,"Oct 25, '23, POR @ LAC",23,3,196,5914,749,1670,316,875,228,313,395,1044,390,230,106,288,560,2042,0.449,0.361,0.728,30.2,10.4,5.3,2.0,1.2,0.5,2024,2026-01-29
13,D.J. Carton,"Feb 22, '24, TOR vs. BRK",23,2,8,69,4,15,1,7,5,6,2,8,6,3,0,5,4,14,0.267,0.143,0.833,8.6,1.8,1.0,0.8,0.4,0.0,2024,2026-01-29
14,Colin Castleton,"Nov 4, '23, LAL @ ORL",23,2,42,491,55,114,2,16,35,44,59,134,31,10,10,26,62,147,0.482,0.125,0.795,11.7,3.5,3.2,0.7,0.2,0.2,2024,2026-01-29
15,Malcolm Cazalon,"Nov 5, '23, DET vs. PHO",22,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0,2024,2026-01-29
16,Sidy Cissoko,"Nov 20, '23, SAS vs. LAC",19,3,77,1182,114,283,48,163,59,88,54,141,84,38,17,60,143,335,0.403,0.294,0.67,15.4,4.4,1.8,1.1,0.5,0.2,2024,2026-01-29
17,Noah Clowney,"Nov 25, '23, BRK vs. MIA",19,3,112,2649,355,908,189,576,218,272,112,445,138,65,72,137,249,1117,0.391,0.328,0.801,23.7,10.0,4.0,1.2,0.6,0.6,2024,2026-01-29
18,Bilal Coulibaly,"Oct 25, '23, WAS @ IND",19,3,148,4355,534,1267,152,498,297,403,171,672,377,173,114,252,348,1517,0.421,0.305,0.737,29.4,10.3,4.5,2.5,1.2,0.8,2024,2026-01-29
19,Ricky Council IV,"Jan 2, '24, PHI vs. CHI",22,2,105,1539,231,575,67,245,176,224,65,260,113,40,14,57,84,705,0.402,0.273,0.786,14.7,6.7,2.5,1.1,0.4,0.1,2024,2026-01-29
20,Jalen Crutcher,"Feb 27, '24, NOP @ NYK",24,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,2024,2026-01-29
21,Dexter Dennis,"Dec 1, '23, DAL vs. MEM",24,1,4,30,10,19,1,8,1,3,1,9,4,0,1,3,1,22,0.526,0.125,0.333,7.5,5.5,2.3,1.0,0.0,0.3,2024,2026-01-29
22,Gradey Dick,"Oct 25, '23, TOR vs. MIN",20,3,162,3650,568,1358,247,709,227,265,100,430,199,113,17,159,278,1610,0.418,0.348,0.857,22.5,9.9,2.7,1.2,0.7,0.1,2024,2026-01-29
23,Henri Drell,"Mar 14, '24, CHI vs. LAC",23,1,4,30,4,10,2,6,1,2,1,4,4,2,1,2,6,11,0.4,0.333,0.5,7.5,2.8,1.0,1.0,0.5,0.3,2024,2026-01-29
24,Tosan Evbuomwan,"Feb 2, '24, MEM vs. GSW",22,3,50,1040,130,292,36,109,72,98,51,182,71,30,15,48,79,368,0.445,0.33,0.735,20.8,7.4,3.6,1.4,0.6,0.3,2024,2026-01-29
25,Adam Flagler,"Feb 23, '24, OKC vs. WAS",24,2,39,217,26,103,15,78,1,2,7,27,16,8,3,4,15,68,0.252,0.192,0.5,5.6,1.7,0.7,0.4,0.2,0.1,2024,2026-01-29
26,Jordan Ford,"Oct 25, '23, SAC @ UTA",25,1,6,22,4,7,2,3,2,2,0,2,2,0,0,1,0,12,0.571,0.667,1.0,3.7,2.0,0.3,0.3,0.0,0.0,2024,2026-01-29
27,Javon Freeman-Liberty,"Jan 17, '24, TOR vs. MIA",24,1,22,403,55,124,10,42,33,36,16,70,40,10,4,25,28,153,0.444,0.238,0.917,18.3,7.0,3.2,1.8,0.5,0.2,2024,2026-01-29
28,Alex Fudge,"Nov 4, '23, LAL @ ORL",20,1,6,40,6,15,1,5,2,2,4,5,0,3,0,2,2,15,0.4,0.2,1.0,6.7,2.5,0.8,0.0,0.5,0.0,2024,2026-01-29
29,Andrew Funk,"Mar 14, '24, CHI vs. LAC",24,1,5,13,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0.0,0.0,,2.6,0.0,0.0,0.0,0.2,0.2,2024,2026-01-29
30,Kaiser Gates,"Oct 30, '23, NOP vs. GSW",27,1,1,7,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0.0,0.0,,7.0,0.0,1.0,0.0,0.0,0.0,2024,2026-01-29
31,Keyonte George,"Oct 25, '23, UTA vs. SAC",20,3,187,5682,1020,2485,437,1258,713,830,62,640,1007,131,29,523,308,3190,0.41,0.347,0.859,30.4,17.1,3.4,5.4,0.7,0.2,2024,2026-01-29
32,Collin Gillespie,"Oct 24, '23, DEN vs. LAL",24,3,103,1989,316,716,188,443,77,93,70,289,322,98,17,110,124,897,0.441,0.424,0.828,19.3,8.7,2.8,3.1,1.0,0.2,2024,2026-01-29
33,Mouhamadou Gueye,"Feb 12, '24, TOR vs. SAS",25,1,11,120,11,38,0,3,4,9,12,23,5,3,18,12,15,26,0.289,0.0,0.444,10.9,2.4,2.1,0.5,0.3,1.6,2024,2026-01-29
34,Mouhamed Gueye,"Oct 29, '23, ATL @ MIL",21,3,85,1338,165,385,47,173,60,87,107,326,77,70,62,42,147,437,0.429,0.272,0.69,15.7,5.1,3.8,0.9,0.8,0.7,2024,2026-01-29
35,Jordan Hawkins,"Oct 25, '23, NOP @ MEM",21,3,158,2974,435,1181,247,723,161,196,68,368,162,57,37,120,145,1278,0.368,0.342,0.821,18.8,8.1,2.3,1.0,0.4,0.2,2024,2026-01-29
